	Kingdom	Phylum	Class	Order	Family	Genus	Species	Resolution	Guild
ASV2025	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Undetermined	Undetermined	Undetermined Undetermined	Order	Saprotroph
ASV2026	Fungi	Ascomycota	Eurotiomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV2027	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV2028	Fungi	Basidiomycota	Microbotryomycetes	MicrobotryomycetesordIncertaesedis	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV2029	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	Podospora pleiospora	Species	Saprotroph
ASV2030	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Cryptovalsa	Cryptovalsa ampelina	Species	Pathotroph
ASV2032	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Diatrype	Diatrype stigma	Species	Pathotroph
ASV2034	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora trappei	Species	Arbuscular Mycorrhizal
ASV2035	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV2036	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia frigida	Species	Saprotroph
ASV2037	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV2038	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella fimbricystis	Species	Saprotroph
ASV2039	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Undetermined	Undetermined Undetermined	Family	Pathotroph
ASV2040	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV2041	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Undetermined	Undetermined	Undetermined Undetermined	Order	Saprotroph
ASV2042	Fungi	Ascomycota	Sordariomycetes	Hypocreales	HypocrealesfamIncertaesedis	Acremonium	Acremonium Undetermined	Species	Saprotroph
ASV2043	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita Undetermined	Species	Saprotroph
ASV2044	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	Syncephalis Undetermined	Species	NA
ASV2047	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2048	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV2049	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Undetermined	Undetermined	Undetermined Undetermined	Order	Saprotroph
ASV2050	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium brevicompactum	Species	Saprotroph
ASV2051	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum ostrea	Species	Saprotroph
ASV2052	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Protomyces	Protomyces inouyei	Species	Pathotroph
ASV2053	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2054	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus invermaium	Species	Arbuscular Mycorrhizal
ASV2055	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2056	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2058	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Kurtzmanomyces	Kurtzmanomyces Undetermined	Species	Saprotroph
ASV2059	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia Undetermined	Species	Arbuscular Mycorrhizal
ASV2061	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia pachydermatis	Species	NA
ASV2062	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV2063	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella Undetermined	Species	Saprotroph
ASV2064	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella exigua	Species	Saprotroph
ASV2065	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Undetermined	Undetermined Undetermined	Family	NA
ASV2069	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV2070	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Undetermined	Undetermined	Undetermined Undetermined	Order	Arbuscular Mycorrhizal
ASV2071	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV2072	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Erythrobasidium	Erythrobasidium hasegawianum	Species	Saprotroph
ASV2073	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Undetermined	Undetermined Undetermined	Family	Pathotroph
ASV2074	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma tephrensis	Species	Saprotroph
ASV2077	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena maurella	Species	NA
ASV2078	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Tubaria	Tubaria conspersa	Species	Saprotroph
ASV2079	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia glauca	Species	Saprotroph
ASV2082	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2083	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Undetermined	Undetermined Undetermined	Family	NA
ASV2085	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	Phoma aloes	Species	Pathotroph
ASV2086	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV2087	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium magnum	Species	Saprotroph
ASV2089	Fungi	Chytridiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2090	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella sublilacina	Species	Saprotroph
ASV2091	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	Cistella Undetermined	Species	Saprotroph
ASV2092	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium wieringae	Species	Saprotroph
ASV2093	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV2094	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2095	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia rishiriensis	Species	Saprotroph
ASV2096	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium citreonigrum	Species	Saprotroph
ASV2097	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV2098	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fuscoporia	Fuscoporia ferrea	Species	NA
ASV2099	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Toninia	Toninia physaroides	Species	NA
ASV2100	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2101	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	Scytalidium sphaerosporum	Species	Pathotroph
ASV2102	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium Undetermined	Species	Pathotroph
ASV2103	Fungi	Basidiomycota	Cystobasidiomycetes	CystobasidiomycetesordIncertaesedis	Buckleyzymaceae	Buckleyzyma	Buckleyzyma aurantiaca	Species	Saprotroph
ASV2104	Fungi	Basidiomycota	Spiculogloeomycetes	Spiculogloeales	Spiculogloeaceae	Phyllozyma	Phyllozyma Undetermined	Species	Saprotroph
ASV2106	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2108	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala Undetermined	Species	Saprotroph
ASV2109	Fungi	Basidiomycota	Microbotryomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV2110	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Panellus	Panellus serotinus	Species	NA
ASV2112	Fungi	Ascomycota	Sordariomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV2113	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita Undetermined	Species	Saprotroph
ASV2114	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	CantharellalesfamIncertaesedis	Sistotrema	Sistotrema coronilla	Species	Saprotroph
ASV2116	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Simplicillium	Simplicillium aogashimaense	Species	Saprotroph
ASV2117	Fungi	Ascomycota	Leotiomycetes	Helotiales	HelotialesfamIncertaesedis	Leohumicola	Leohumicola Undetermined	Species	Saprotroph
ASV2119	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tellustris	Species	Pathotroph
ASV2120	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis geosporum	Species	Arbuscular Mycorrhizal
ASV2123	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	CystofilobasidialesfamIncertaesedis	Mrakiella	Mrakiella aquatica	Species	Saprotroph
ASV2124	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Undetermined	Undetermined	Undetermined Undetermined	Order	Arbuscular Mycorrhizal
ASV2125	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	Rhinocladiella Undetermined	Species	Saprotroph
ASV2126	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma aeria	Species	Saprotroph
ASV2128	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus Undetermined	Species	Arbuscular Mycorrhizal
ASV2129	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Claroideoglomus Undetermined	Species	Arbuscular Mycorrhizal
ASV2130	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV2131	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2132	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV2133	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella longicauda	Species	Saprotroph
ASV2134	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Undetermined	Undetermined Undetermined	Family	NA
ASV2135	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2137	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Undetermined	Undetermined	Undetermined Undetermined	Order	Saprotroph
ASV2138	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Exidia	Exidia Undetermined	Species	Saprotroph
ASV2139	Fungi	Basidiomycota	Microbotryomycetes	MicrobotryomycetesordIncertaesedis	Chrysozymaceae	Sampaiozyma	Sampaiozyma ingeniosa	Species	Saprotroph
ASV2140	Fungi	Ascomycota	Leotiomycetes	Helotiales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV2141	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2142	Fungi	Ascomycota	Leotiomycetes	Helotiales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV2143	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV2144	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Bensingtonia	Bensingtonia Undetermined	Species	Saprotroph
ASV2145	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV2147	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Undetermined	Undetermined Undetermined	Family	Saprotroph
ASV2149	Fungi	Basidiomycota	Spiculogloeomycetes	Spiculogloeales	Spiculogloeaceae	Phyllozyma	Phyllozyma Undetermined	Species	Saprotroph
ASV2151	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV2153	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV2154	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV2157	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Undetermined	Undetermined	Undetermined Undetermined	Order	Saprotroph
ASV2160	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Lophiotrema	Lophiotrema rubi	Species	Saprotroph
ASV2161	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	Crepidotus Undetermined	Species	NA
ASV2163	Fungi	Ascomycota	Dothideomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV2164	Fungi	Ascomycota	Leotiomycetes	Helotiales	HelotialesfamIncertaesedis	Leohumicola	Leohumicola minima	Species	NA
ASV2165	Fungi	Ascomycota	Sordariomycetes	Lulworthiales	Lulworthiaceae	Zalerion	Zalerion arboricola	Species	Saprotroph
ASV2168	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2169	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora Undetermined	Species	Arbuscular Mycorrhizal
ASV2170	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia Undetermined	Species	Saprotroph
ASV2171	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Undetermined	Undetermined Undetermined	Family	Saprotroph
ASV2173	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Undetermined	Undetermined Undetermined	Family	Saprotroph
ASV2176	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2177	Fungi	Monoblepharomycota	Hyaloraphidiomycetes	Hyaloraphidiales	HyaloraphidialesfamIncertaesedis	Hyaloraphidium	Hyaloraphidium curvatum	Species	Saprotroph
ASV2178	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis	Species	Arbuscular Mycorrhizal
ASV2179	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV2180	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Protrudomycetaceae	Protrudomyces	Protrudomyces lateralis	Species	NA
ASV2182	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV2183	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora Undetermined	Species	Arbuscular Mycorrhizal
ASV2187	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Gamsylella	Gamsylella gephyropaga	Species	NA
ASV2190	Fungi	Basidiomycota	Microbotryomycetes	MicrobotryomycetesordIncertaesedis	MicrobotryomycetesfamIncertaesedis	Curvibasidium	Curvibasidium cygneicollum	Species	Saprotroph
ASV2191	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	Cistella Undetermined	Species	Saprotroph
ASV2193	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV2194	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2195	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Undetermined	Undetermined Undetermined	Family	Saprotroph
ASV2197	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis mosseae	Species	Arbuscular Mycorrhizal
ASV2198	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Junghuhnia	Junghuhnia nitida	Species	NA
ASV2199	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Undetermined	Undetermined Undetermined	Family	Pathotroph
ASV2200	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelopsis	Athelopsis lembospora	Species	Pathotroph
ASV2201	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2204	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces Undetermined	Species	Saprotroph
ASV2205	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Neosartorya	Neosartorya Undetermined	Species	Saprotroph
ASV2206	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2208	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Undetermined	Undetermined	Undetermined Undetermined	Order	Saprotroph
ASV2209	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2210	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Protrudomycetaceae	Protrudomyces	Protrudomyces lateralis	Species	NA
ASV2211	Fungi	Ascomycota	Sordariomycetes	Branch06	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV2213	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2215	Fungi	Ascomycota	Sordariomycetes	Sordariales	Cephalothecaceae	Phialemonium	Phialemonium globosum	Species	NA
ASV2216	Fungi	Ascomycota	Leotiomycetes	Helotiales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV2217	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium Undetermined	Species	Saprotroph
ASV2218	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia auricula-judae	Species	NA
ASV2219	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2220	Fungi	Ascomycota	Sordariomycetes	Sordariales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV2221	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	Coniosporium Undetermined	Species	Saprotroph
ASV2223	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomerium	Trichomerium Undetermined	Species	NA
ASV2224	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV2225	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	Crepidotus Undetermined	Species	NA
ASV2227	Fungi	Ascomycota	Lecanoromycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV2228	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria mors-panacis	Species	Pathotroph
ASV2229	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV2230	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2231	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV2232	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus Undetermined	Species	Arbuscular Mycorrhizal
ASV2233	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2236	Fungi	GS19	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV2237	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV2238	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	Syncephalis Undetermined	Species	NA
ASV2239	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Undetermined	Undetermined Undetermined	Family	Pathotroph
ASV2242	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV2243	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV2244	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella minutissima	Species	Saprotroph
ASV2246	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
